barcode,id,label,iiif,filename
Z103507504,00016,page16,"https://iiif.onb.ac.at/images/ABO/Z103507504/00016/249,292,1065,1590/full/0/native.jpg",Z103507504_00016_page16_01.jpg
Z103507504,00126,page126,"https://iiif.onb.ac.at/images/ABO/Z103507504/00126/526,1464,832,475/full/0/native.jpg",Z103507504_00126_page126_01.jpg
Z103507504,00146,page146,"https://iiif.onb.ac.at/images/ABO/Z103507504/00146/238,24,1395,2156/full/0/native.jpg",Z103507504_00146_page146_01.jpg
Z103507504,00233,page233,"https://iiif.onb.ac.at/images/ABO/Z103507504/00233/76,96,1427,2102/full/0/native.jpg",Z103507504_00233_page233_01.jpg
Z103507504,00332,page332,"https://iiif.onb.ac.at/images/ABO/Z103507504/00332/247,3,1407,2174/full/0/native.jpg",Z103507504_00332_page332_01.jpg
Z103507504,00159,page159,"https://iiif.onb.ac.at/images/ABO/Z103507504/00159/385,1514,833,471/full/0/native.jpg",Z103507504_00159_page159_01.jpg
Z103507504,00373,page373,"https://iiif.onb.ac.at/images/ABO/Z103507504/00373/272,1726,244,222/full/0/native.jpg",Z103507504_00373_page373_01.jpg
Z103507504,00174,page174,"https://iiif.onb.ac.at/images/ABO/Z103507504/00174/664,1706,577,186/full/0/native.jpg",Z103507504_00174_page174_01.jpg
Z103507504,00321,page321,"https://iiif.onb.ac.at/images/ABO/Z103507504/00321/82,35,1425,2138/full/0/native.jpg",Z103507504_00321_page321_01.jpg
Z103507504,00089,page89,"https://iiif.onb.ac.at/images/ABO/Z103507504/00089/436,1320,661,465/full/0/native.jpg",Z103507504_00089_page89_01.jpg
Z103507504,00186,page186,"https://iiif.onb.ac.at/images/ABO/Z103507504/00186/667,1778,581,229/full/0/native.jpg",Z103507504_00186_page186_01.jpg
Z103507504,00354,page354,"https://iiif.onb.ac.at/images/ABO/Z103507504/00354/536,1294,776,631/full/0/native.jpg",Z103507504_00354_page354_01.jpg
Z103507504,00295,page295,"https://iiif.onb.ac.at/images/ABO/Z103507504/00295/466,1529,681,466/full/0/native.jpg",Z103507504_00295_page295_01.jpg
Z103507504,00400,page400,"https://iiif.onb.ac.at/images/ABO/Z103507504/00400/747,760,576,793/full/0/native.jpg",Z103507504_00400_page400_01.jpg
Z103507504,00033,page33,"https://iiif.onb.ac.at/images/ABO/Z103507504/00033/150,1104,411,403/full/0/native.jpg",Z103507504_00033_page33_01.jpg
Z103507504,00049,page49,"https://iiif.onb.ac.at/images/ABO/Z103507504/00049/160,886,472,462/full/0/native.jpg",Z103507504_00049_page49_01.jpg
Z103507504,00002,page2,"https://iiif.onb.ac.at/images/ABO/Z103507504/00002/395,272,617,409/full/0/native.jpg",Z103507504_00002_page2_01.jpg
Z103507504,00002,page2,"https://iiif.onb.ac.at/images/ABO/Z103507504/00002/671,1076,543,290/full/0/native.jpg",Z103507504_00002_page2_02.jpg
Z103507504,00352,page352,"https://iiif.onb.ac.at/images/ABO/Z103507504/00352/211,0,1422,2165/full/0/native.jpg",Z103507504_00352_page352_01.jpg
Z103507504,00266,page266,"https://iiif.onb.ac.at/images/ABO/Z103507504/00266/551,1432,861,505/full/0/native.jpg",Z103507504_00266_page266_01.jpg
Z103507504,00085,page85,"https://iiif.onb.ac.at/images/ABO/Z103507504/00085/391,1308,844,473/full/0/native.jpg",Z103507504_00085_page85_01.jpg
Z103507504,00011,page11,"https://iiif.onb.ac.at/images/ABO/Z103507504/00011/246,1192,480,466/full/0/native.jpg",Z103507504_00011_page11_01.jpg
Z103507504,00344,page344,"https://iiif.onb.ac.at/images/ABO/Z103507504/00344/224,8,1427,2190/full/0/native.jpg",Z103507504_00344_page344_01.jpg
Z103507504,00234,page234,"https://iiif.onb.ac.at/images/ABO/Z103507504/00234/643,1140,685,489/full/0/native.jpg",Z103507504_00234_page234_01.jpg
Z103507504,00032,page32,"https://iiif.onb.ac.at/images/ABO/Z103507504/00032/573,1285,680,471/full/0/native.jpg",Z103507504_00032_page32_01.jpg
Z103507504,00010,page10,"https://iiif.onb.ac.at/images/ABO/Z103507504/00010/99,37,1552,2062/full/0/native.jpg",Z103507504_00010_page10_01.jpg
Z103558500,00108,page108,"https://iiif.onb.ac.at/images/ABO/Z103558500/00108/379,1237,166,122/full/0/native.jpg",Z103558500_00108_page108_01.jpg
Z103558500,00003,page3,"https://iiif.onb.ac.at/images/ABO/Z103558500/00003/57,486,250,263/full/0/native.jpg",Z103558500_00003_page3_01.jpg
Z103558500,00006,page6,"https://iiif.onb.ac.at/images/ABO/Z103558500/00006/193,842,534,363/full/0/native.jpg",Z103558500_00006_page6_01.jpg
Z103558500,00086,page86,"https://iiif.onb.ac.at/images/ABO/Z103558500/00086/373,1122,219,152/full/0/native.jpg",Z103558500_00086_page86_01.jpg
Z103558603,00001,page1,"https://iiif.onb.ac.at/images/ABO/Z103558603/00001/8,20,928,1513/full/0/native.jpg",Z103558603_00001_page1_01.jpg
Z103558603,00005,page5,"https://iiif.onb.ac.at/images/ABO/Z103558603/00005/252,966,308,281/full/0/native.jpg",Z103558603_00005_page5_01.jpg
Z103558603,00022,page22,"https://iiif.onb.ac.at/images/ABO/Z103558603/00022/81,700,209,205/full/0/native.jpg",Z103558603_00022_page22_01.jpg
Z103558603,00003,page3,"https://iiif.onb.ac.at/images/ABO/Z103558603/00003/47,229,746,1250/full/0/native.jpg",Z103558603_00003_page3_01.jpg
Z103558603,00007,page7,"https://iiif.onb.ac.at/images/ABO/Z103558603/00007/58,472,317,312/full/0/native.jpg",Z103558603_00007_page7_01.jpg
Z103558603,00021,page21,"https://iiif.onb.ac.at/images/ABO/Z103558603/00021/316,428,607,482/full/0/native.jpg",Z103558603_00021_page21_01.jpg
Z103558603,00004,page4,"https://iiif.onb.ac.at/images/ABO/Z103558603/00004/199,515,338,344/full/0/native.jpg",Z103558603_00004_page4_01.jpg
Z103558603,00113,page113,"https://iiif.onb.ac.at/images/ABO/Z103558603/00113/522,1219,168,117/full/0/native.jpg",Z103558603_00113_page113_01.jpg
Z105516004,00267,page267,"https://iiif.onb.ac.at/images/ABO/Z105516004/00267/0,41,610,1286/full/0/native.jpg",Z105516004_00267_page267_01.jpg
Z105516004,00147,page147,"https://iiif.onb.ac.at/images/ABO/Z105516004/00147/134,1418,727,698/full/0/native.jpg",Z105516004_00147_page147_01.jpg
Z105516004,00147,page147,"https://iiif.onb.ac.at/images/ABO/Z105516004/00147/5,202,924,1945/full/0/native.jpg",Z105516004_00147_page147_02.jpg
Z105516004,00175,page175,"https://iiif.onb.ac.at/images/ABO/Z105516004/00175/0,239,1344,1923/full/0/native.jpg",Z105516004_00175_page175_01.jpg
Z105516004,00183,page183,"https://iiif.onb.ac.at/images/ABO/Z105516004/00183/823,1654,518,427/full/0/native.jpg",Z105516004_00183_page183_01.jpg
Z105516004,00183,page183,"https://iiif.onb.ac.at/images/ABO/Z105516004/00183/284,1091,440,548/full/0/native.jpg",Z105516004_00183_page183_02.jpg
Z105516004,00300,page300,"https://iiif.onb.ac.at/images/ABO/Z105516004/00300/656,1681,268,217/full/0/native.jpg",Z105516004_00300_page300_01.jpg
Z105516004,00257,page257,"https://iiif.onb.ac.at/images/ABO/Z105516004/00257/162,1588,494,487/full/0/native.jpg",Z105516004_00257_page257_01.jpg
Z105516004,00154,page154,"https://iiif.onb.ac.at/images/ABO/Z105516004/00154/633,965,1035,1150/full/0/native.jpg",Z105516004_00154_page154_01.jpg
Z105516004,00154,page154,"https://iiif.onb.ac.at/images/ABO/Z105516004/00154/583,71,1164,2081/full/0/native.jpg",Z105516004_00154_page154_02.jpg
Z105516004,00263,page263,"https://iiif.onb.ac.at/images/ABO/Z105516004/00263/137,1025,270,275/full/0/native.jpg",Z105516004_00263_page263_01.jpg
Z105516004,00146,page146,"https://iiif.onb.ac.at/images/ABO/Z105516004/00146/543,171,1201,1992/full/0/native.jpg",Z105516004_00146_page146_01.jpg
Z105516004,00003,page3,"https://iiif.onb.ac.at/images/ABO/Z105516004/00003/0,99,1763,2155/full/0/native.jpg",Z105516004_00003_page3_01.jpg
Z105516004,00158,page158,"https://iiif.onb.ac.at/images/ABO/Z105516004/00158/337,160,1425,2049/full/0/native.jpg",Z105516004_00158_page158_01.jpg
Z105516004,00299,page299,"https://iiif.onb.ac.at/images/ABO/Z105516004/00299/738,1995,183,146/full/0/native.jpg",Z105516004_00299_page299_01.jpg
Z105516004,00009,page9,"https://iiif.onb.ac.at/images/ABO/Z105516004/00009/119,799,494,464/full/0/native.jpg",Z105516004_00009_page9_01.jpg
Z105516004,00061,page61,"https://iiif.onb.ac.at/images/ABO/Z105516004/00061/235,341,356,478/full/0/native.jpg",Z105516004_00061_page61_01.jpg
Z105516004,00155,page155,"https://iiif.onb.ac.at/images/ABO/Z105516004/00155/863,1406,256,456/full/0/native.jpg",Z105516004_00155_page155_01.jpg
Z105516004,00155,page155,"https://iiif.onb.ac.at/images/ABO/Z105516004/00155/558,1410,260,451/full/0/native.jpg",Z105516004_00155_page155_02.jpg
Z105516004,00155,page155,"https://iiif.onb.ac.at/images/ABO/Z105516004/00155/556,1037,266,291/full/0/native.jpg",Z105516004_00155_page155_03.jpg
Z105516004,00155,page155,"https://iiif.onb.ac.at/images/ABO/Z105516004/00155/872,1053,257,287/full/0/native.jpg",Z105516004_00155_page155_04.jpg
Z105516004,00155,page155,"https://iiif.onb.ac.at/images/ABO/Z105516004/00155/595,112,516,385/full/0/native.jpg",Z105516004_00155_page155_05.jpg
Z105516004,00155,page155,"https://iiif.onb.ac.at/images/ABO/Z105516004/00155/733,634,249,362/full/0/native.jpg",Z105516004_00155_page155_06.jpg
Z105516004,00174,page174,"https://iiif.onb.ac.at/images/ABO/Z105516004/00174/362,159,1396,2025/full/0/native.jpg",Z105516004_00174_page174_01.jpg
Z105516004,00151,page151,"https://iiif.onb.ac.at/images/ABO/Z105516004/00151/198,1428,764,667/full/0/native.jpg",Z105516004_00151_page151_01.jpg
Z105516004,00151,page151,"https://iiif.onb.ac.at/images/ABO/Z105516004/00151/20,172,1000,1968/full/0/native.jpg",Z105516004_00151_page151_02.jpg
Z105516004,00150,page150,"https://iiif.onb.ac.at/images/ABO/Z105516004/00150/607,91,1179,2053/full/0/native.jpg",Z105516004_00150_page150_01.jpg
Z105516004,00249,page249,"https://iiif.onb.ac.at/images/ABO/Z105516004/00249/148,621,473,478/full/0/native.jpg",Z105516004_00249_page249_01.jpg
Z105516004,00182,page182,"https://iiif.onb.ac.at/images/ABO/Z105516004/00182/374,1695,530,420/full/0/native.jpg",Z105516004_00182_page182_01.jpg
Z105516004,00099,page99,"https://iiif.onb.ac.at/images/ABO/Z105516004/00099/350,89,1259,1473/full/0/native.jpg",Z105516004_00099_page99_01.jpg
Z105516004,00360,page360,"https://iiif.onb.ac.at/images/ABO/Z105516004/00360/0,101,1721,2173/full/0/native.jpg",Z105516004_00360_page360_01.jpg
Z105516004,00361,page361,"https://iiif.onb.ac.at/images/ABO/Z105516004/00361/6,75,1738,2142/full/0/native.jpg",Z105516004_00361_page361_01.jpg
Z105516004,00007,page7,"https://iiif.onb.ac.at/images/ABO/Z105516004/00007/143,526,265,274/full/0/native.jpg",Z105516004_00007_page7_01.jpg
Z105516004,00247,page247,"https://iiif.onb.ac.at/images/ABO/Z105516004/00247/190,722,1255,863/full/0/native.jpg",Z105516004_00247_page247_01.jpg
Z105516004,00266,page266,"https://iiif.onb.ac.at/images/ABO/Z105516004/00266/261,131,1437,1168/full/0/native.jpg",Z105516004_00266_page266_01.jpg
Z105516004,00085,page85,"https://iiif.onb.ac.at/images/ABO/Z105516004/00085/306,312,675,836/full/0/native.jpg",Z105516004_00085_page85_01.jpg
Z105516004,00289,page289,"https://iiif.onb.ac.at/images/ABO/Z105516004/00289/686,1767,246,178/full/0/native.jpg",Z105516004_00289_page289_01.jpg
Z105518505,00380,page380,"https://iiif.onb.ac.at/images/ABO/Z105518505/00380/0,74,1811,2206/full/0/native.jpg",Z105518505_00380_page380_01.jpg
Z105518505,00040,page40,"https://iiif.onb.ac.at/images/ABO/Z105518505/00040/156,87,1652,2196/full/0/native.jpg",Z105518505_00040_page40_01.jpg
Z105518505,00108,page108,"https://iiif.onb.ac.at/images/ABO/Z105518505/00108/400,417,1250,1042/full/0/native.jpg",Z105518505_00108_page108_01.jpg
Z105518505,00001,page1,"https://iiif.onb.ac.at/images/ABO/Z105518505/00001/14,88,2027,2406/full/0/native.jpg",Z105518505_00001_page1_01.jpg
Z105518505,00262,page262,"https://iiif.onb.ac.at/images/ABO/Z105518505/00262/689,136,632,620/full/0/native.jpg",Z105518505_00262_page262_01.jpg
Z105518505,00022,page22,"https://iiif.onb.ac.at/images/ABO/Z105518505/00022/763,785,637,588/full/0/native.jpg",Z105518505_00022_page22_01.jpg
Z105518505,00094,page94,"https://iiif.onb.ac.at/images/ABO/Z105518505/00094/350,277,1326,989/full/0/native.jpg",Z105518505_00094_page94_01.jpg
Z105518505,00016,page16,"https://iiif.onb.ac.at/images/ABO/Z105518505/00016/745,1308,595,617/full/0/native.jpg",Z105518505_00016_page16_01.jpg
Z105518505,00129,page129,"https://iiif.onb.ac.at/images/ABO/Z105518505/00129/227,515,1478,1020/full/0/native.jpg",Z105518505_00129_page129_01.jpg
Z105518505,00114,page114,"https://iiif.onb.ac.at/images/ABO/Z105518505/00114/254,395,1427,987/full/0/native.jpg",Z105518505_00114_page114_01.jpg
Z105518505,00127,page127,"https://iiif.onb.ac.at/images/ABO/Z105518505/00127/176,199,1412,1028/full/0/native.jpg",Z105518505_00127_page127_01.jpg
Z105518505,00127,page127,"https://iiif.onb.ac.at/images/ABO/Z105518505/00127/1229,272,280,283/full/0/native.jpg",Z105518505_00127_page127_02.jpg
Z105518505,00031,page31,"https://iiif.onb.ac.at/images/ABO/Z105518505/00031/182,626,351,364/full/0/native.jpg",Z105518505_00031_page31_01.jpg
Z105518505,00003,page3,"https://iiif.onb.ac.at/images/ABO/Z105518505/00003/0,54,1906,2188/full/0/native.jpg",Z105518505_00003_page3_01.jpg
Z105518505,00144,page144,"https://iiif.onb.ac.at/images/ABO/Z105518505/00144/90,74,1525,2139/full/0/native.jpg",Z105518505_00144_page144_01.jpg
Z105518505,00184,page184,"https://iiif.onb.ac.at/images/ABO/Z105518505/00184/784,1298,592,619/full/0/native.jpg",Z105518505_00184_page184_01.jpg
Z105518505,00381,page381,"https://iiif.onb.ac.at/images/ABO/Z105518505/00381/0,70,1877,2299/full/0/native.jpg",Z105518505_00381_page381_01.jpg
Z105518505,00009,page9,"https://iiif.onb.ac.at/images/ABO/Z105518505/00009/678,1700,460,341/full/0/native.jpg",Z105518505_00009_page9_01.jpg
Z105518505,00134,page134,"https://iiif.onb.ac.at/images/ABO/Z105518505/00134/170,804,1351,875/full/0/native.jpg",Z105518505_00134_page134_01.jpg
Z105518505,00106,page106,"https://iiif.onb.ac.at/images/ABO/Z105518505/00106/403,300,1154,1468/full/0/native.jpg",Z105518505_00106_page106_01.jpg
Z105518505,00118,page118,"https://iiif.onb.ac.at/images/ABO/Z105518505/00118/1018,1099,615,615/full/0/native.jpg",Z105518505_00118_page118_01.jpg
Z105518505,00118,page118,"https://iiif.onb.ac.at/images/ABO/Z105518505/00118/199,834,781,973/full/0/native.jpg",Z105518505_00118_page118_02.jpg
Z105518505,00118,page118,"https://iiif.onb.ac.at/images/ABO/Z105518505/00118/189,423,1478,1388/full/0/native.jpg",Z105518505_00118_page118_03.jpg
Z105518505,00083,page83,"https://iiif.onb.ac.at/images/ABO/Z105518505/00083/130,395,1547,1211/full/0/native.jpg",Z105518505_00083_page83_01.jpg
Z105518505,00081,page81,"https://iiif.onb.ac.at/images/ABO/Z105518505/00081/135,159,1555,1354/full/0/native.jpg",Z105518505_00081_page81_01.jpg
Z105518505,00088,page88,"https://iiif.onb.ac.at/images/ABO/Z105518505/00088/133,191,1660,1973/full/0/native.jpg",Z105518505_00088_page88_01.jpg
Z105518505,00025,page25,"https://iiif.onb.ac.at/images/ABO/Z105518505/00025/138,577,334,340/full/0/native.jpg",Z105518505_00025_page25_01.jpg
Z105518505,00091,page91,"https://iiif.onb.ac.at/images/ABO/Z105518505/00091/1371,1108,348,366/full/0/native.jpg",Z105518505_00091_page91_01.jpg
Z105518505,00091,page91,"https://iiif.onb.ac.at/images/ABO/Z105518505/00091/511,1234,203,245/full/0/native.jpg",Z105518505_00091_page91_02.jpg
Z105518505,00091,page91,"https://iiif.onb.ac.at/images/ABO/Z105518505/00091/171,246,1554,1234/full/0/native.jpg",Z105518505_00091_page91_03.jpg
Z105518505,00187,page187,"https://iiif.onb.ac.at/images/ABO/Z105518505/00187/187,230,1483,1103/full/0/native.jpg",Z105518505_00187_page187_01.jpg
Z105518505,00189,page189,"https://iiif.onb.ac.at/images/ABO/Z105518505/00189/157,805,335,331/full/0/native.jpg",Z105518505_00189_page189_01.jpg
Z105518505,00095,page95,"https://iiif.onb.ac.at/images/ABO/Z105518505/00095/178,401,1283,978/full/0/native.jpg",Z105518505_00095_page95_01.jpg
Z105518505,00007,page7,"https://iiif.onb.ac.at/images/ABO/Z105518505/00007/233,184,1465,1764/full/0/native.jpg",Z105518505_00007_page7_01.jpg
Z105518505,00035,page35,"https://iiif.onb.ac.at/images/ABO/Z105518505/00035/125,226,1586,2017/full/0/native.jpg",Z105518505_00035_page35_01.jpg
Z105518505,00266,page266,"https://iiif.onb.ac.at/images/ABO/Z105518505/00266/237,66,1563,2224/full/0/native.jpg",Z105518505_00266_page266_01.jpg
Z105518505,00085,page85,"https://iiif.onb.ac.at/images/ABO/Z105518505/00085/137,155,315,518/full/0/native.jpg",Z105518505_00085_page85_01.jpg
Z105518505,00047,page47,"https://iiif.onb.ac.at/images/ABO/Z105518505/00047/177,94,1057,1991/full/0/native.jpg",Z105518505_00047_page47_01.jpg
Z105518505,00010,page10,"https://iiif.onb.ac.at/images/ABO/Z105518505/00010/548,920,344,357/full/0/native.jpg",Z105518505_00010_page10_01.jpg
Z105572305,00264,page264,"https://iiif.onb.ac.at/images/ABO/Z105572305/00264/411,290,1217,901/full/0/native.jpg",Z105572305_00264_page264_01.jpg
Z105572305,00391,page391,"https://iiif.onb.ac.at/images/ABO/Z105572305/00391/149,150,1286,905/full/0/native.jpg",Z105572305_00391_page391_01.jpg
Z105572305,00121,page121,"https://iiif.onb.ac.at/images/ABO/Z105572305/00121/133,401,1284,915/full/0/native.jpg",Z105572305_00121_page121_01.jpg
Z105572305,00365,page365,"https://iiif.onb.ac.at/images/ABO/Z105572305/00365/30,154,1263,1032/full/0/native.jpg",Z105572305_00365_page365_01.jpg
Z105572305,00054,page54,"https://iiif.onb.ac.at/images/ABO/Z105572305/00054/639,840,829,734/full/0/native.jpg",Z105572305_00054_page54_01.jpg
Z105572305,00030,page30,"https://iiif.onb.ac.at/images/ABO/Z105572305/00030/405,116,1311,1752/full/0/native.jpg",Z105572305_00030_page30_01.jpg
Z105572305,00001,page1,"https://iiif.onb.ac.at/images/ABO/Z105572305/00001/0,44,1992,2388/full/0/native.jpg",Z105572305_00001_page1_01.jpg
Z105572305,00276,page276,"https://iiif.onb.ac.at/images/ABO/Z105572305/00276/1242,182,645,985/full/0/native.jpg",Z105572305_00276_page276_01.jpg
Z105572305,00262,page262,"https://iiif.onb.ac.at/images/ABO/Z105572305/00262/369,932,1254,902/full/0/native.jpg",Z105572305_00262_page262_01.jpg
Z105572305,00177,page177,"https://iiif.onb.ac.at/images/ABO/Z105572305/00177/112,258,1280,943/full/0/native.jpg",Z105572305_00177_page177_01.jpg
Z105572305,00165,page165,"https://iiif.onb.ac.at/images/ABO/Z105572305/00165/126,936,1269,911/full/0/native.jpg",Z105572305_00165_page165_01.jpg
Z105572305,00342,page342,"https://iiif.onb.ac.at/images/ABO/Z105572305/00342/391,152,1250,879/full/0/native.jpg",Z105572305_00342_page342_01.jpg
Z105572305,00080,page80,"https://iiif.onb.ac.at/images/ABO/Z105572305/00080/419,426,1268,905/full/0/native.jpg",Z105572305_00080_page80_01.jpg
Z105572305,00325,page325,"https://iiif.onb.ac.at/images/ABO/Z105572305/00325/118,653,1277,899/full/0/native.jpg",Z105572305_00325_page325_01.jpg
Z105572305,00173,page173,"https://iiif.onb.ac.at/images/ABO/Z105572305/00173/109,262,1246,926/full/0/native.jpg",Z105572305_00173_page173_01.jpg
Z105572305,00277,page277,"https://iiif.onb.ac.at/images/ABO/Z105572305/00277/103,585,1255,896/full/0/native.jpg",Z105572305_00277_page277_01.jpg
Z105572305,00183,page183,"https://iiif.onb.ac.at/images/ABO/Z105572305/00183/108,437,1283,932/full/0/native.jpg",Z105572305_00183_page183_01.jpg
Z105572305,00300,page300,"https://iiif.onb.ac.at/images/ABO/Z105572305/00300/393,164,1246,895/full/0/native.jpg",Z105572305_00300_page300_01.jpg
Z105572305,00300,page300,"https://iiif.onb.ac.at/images/ABO/Z105572305/00300/735,1438,527,407/full/0/native.jpg",Z105572305_00300_page300_02.jpg
Z105572305,00272,page272,"https://iiif.onb.ac.at/images/ABO/Z105572305/00272/399,149,1253,858/full/0/native.jpg",Z105572305_00272_page272_01.jpg
Z105572305,00028,page28,"https://iiif.onb.ac.at/images/ABO/Z105572305/00028/405,113,1301,1753/full/0/native.jpg",Z105572305_00028_page28_01.jpg
Z105572305,00374,page374,"https://iiif.onb.ac.at/images/ABO/Z105572305/00374/249,308,1402,1056/full/0/native.jpg",Z105572305_00374_page374_01.jpg
Z105572305,00154,page154,"https://iiif.onb.ac.at/images/ABO/Z105572305/00154/413,658,1252,892/full/0/native.jpg",Z105572305_00154_page154_01.jpg
Z105572305,00288,page288,"https://iiif.onb.ac.at/images/ABO/Z105572305/00288/387,667,1245,850/full/0/native.jpg",Z105572305_00288_page288_01.jpg
Z105572305,00231,page231,"https://iiif.onb.ac.at/images/ABO/Z105572305/00231/169,537,1259,941/full/0/native.jpg",Z105572305_00231_page231_01.jpg
Z105572305,00031,page31,"https://iiif.onb.ac.at/images/ABO/Z105572305/00031/125,109,1668,1887/full/0/native.jpg",Z105572305_00031_page31_01.jpg
Z105572305,00232,page232,"https://iiif.onb.ac.at/images/ABO/Z105572305/00232/398,467,1268,914/full/0/native.jpg",Z105572305_00232_page232_01.jpg
Z105572305,00146,page146,"https://iiif.onb.ac.at/images/ABO/Z105572305/00146/371,938,1231,887/full/0/native.jpg",Z105572305_00146_page146_01.jpg
Z105572305,00191,page191,"https://iiif.onb.ac.at/images/ABO/Z105572305/00191/102,210,1263,901/full/0/native.jpg",Z105572305_00191_page191_01.jpg
Z105572305,00055,page55,"https://iiif.onb.ac.at/images/ABO/Z105572305/00055/133,1175,461,488/full/0/native.jpg",Z105572305_00055_page55_01.jpg
Z105572305,00196,page196,"https://iiif.onb.ac.at/images/ABO/Z105572305/00196/310,193,1284,952/full/0/native.jpg",Z105572305_00196_page196_01.jpg
Z105572305,00278,page278,"https://iiif.onb.ac.at/images/ABO/Z105572305/00278/375,602,1254,859/full/0/native.jpg",Z105572305_00278_page278_01.jpg
Z105572305,00385,page385,"https://iiif.onb.ac.at/images/ABO/Z105572305/00385/128,207,1295,891/full/0/native.jpg",Z105572305_00385_page385_01.jpg
Z105572305,00188,page188,"https://iiif.onb.ac.at/images/ABO/Z105572305/00188/422,266,1258,920/full/0/native.jpg",Z105572305_00188_page188_01.jpg
Z105572305,00076,page76,"https://iiif.onb.ac.at/images/ABO/Z105572305/00076/408,318,1251,911/full/0/native.jpg",Z105572305_00076_page76_01.jpg
Z105572305,00233,page233,"https://iiif.onb.ac.at/images/ABO/Z105572305/00233/103,409,1272,934/full/0/native.jpg",Z105572305_00233_page233_01.jpg
Z105572305,00079,page79,"https://iiif.onb.ac.at/images/ABO/Z105572305/00079/138,875,1261,905/full/0/native.jpg",Z105572305_00079_page79_01.jpg
Z105572305,00068,page68,"https://iiif.onb.ac.at/images/ABO/Z105572305/00068/365,916,1233,900/full/0/native.jpg",Z105572305_00068_page68_01.jpg
Z105572305,00029,page29,"https://iiif.onb.ac.at/images/ABO/Z105572305/00029/104,71,1673,1898/full/0/native.jpg",Z105572305_00029_page29_01.jpg
Z105572305,00386,page386,"https://iiif.onb.ac.at/images/ABO/Z105572305/00386/584,979,622,999/full/0/native.jpg",Z105572305_00386_page386_01.jpg
Z105572305,00134,page134,"https://iiif.onb.ac.at/images/ABO/Z105572305/00134/402,279,1271,908/full/0/native.jpg",Z105572305_00134_page134_01.jpg
Z105572305,00067,page67,"https://iiif.onb.ac.at/images/ABO/Z105572305/00067/158,1129,1258,910/full/0/native.jpg",Z105572305_00067_page67_01.jpg
Z105572305,00241,page241,"https://iiif.onb.ac.at/images/ABO/Z105572305/00241/93,329,818,945/full/0/native.jpg",Z105572305_00241_page241_01.jpg
Z105572305,00106,page106,"https://iiif.onb.ac.at/images/ABO/Z105572305/00106/631,1056,784,713/full/0/native.jpg",Z105572305_00106_page106_01.jpg
Z105572305,00110,page110,"https://iiif.onb.ac.at/images/ABO/Z105572305/00110/352,792,1251,926/full/0/native.jpg",Z105572305_00110_page110_01.jpg
Z105572305,00293,page293,"https://iiif.onb.ac.at/images/ABO/Z105572305/00293/109,956,1291,927/full/0/native.jpg",Z105572305_00293_page293_01.jpg
Z105572305,00060,page60,"https://iiif.onb.ac.at/images/ABO/Z105572305/00060/390,628,1215,925/full/0/native.jpg",Z105572305_00060_page60_01.jpg
Z105572305,00253,page253,"https://iiif.onb.ac.at/images/ABO/Z105572305/00253/93,132,1249,940/full/0/native.jpg",Z105572305_00253_page253_01.jpg
